0.000000 0.000000
0.020000 0.083176
0.040000 0.172587
0.060000 0.268009
0.080000 0.369147
0.100000 0.475637
0.120000 0.587036
0.140000 0.702828
0.160000 0.822414
0.180000 0.945115
0.200000 1.070170
0.220000 1.196732
0.240000 1.323875
0.260000 1.450588
0.280000 1.575781
0.300000 1.698286
0.320000 1.816859
0.340000 1.930185
0.360000 2.036885
0.380000 2.135518
0.400000 2.224592
0.420000 2.302569
0.440000 2.367876
0.460000 2.418913
0.480000 2.454069
0.500000 2.471727
0.520000 2.470283
0.540000 2.448158
0.560000 2.403814
0.580000 2.335769
0.600000 2.242617
0.620000 2.123040
0.640000 1.975834
0.660000 1.799922
0.680000 1.594378
0.700000 1.358444
0.720000 1.091554
0.740000 0.793350
0.760000 0.463706
0.780000 0.102748
0.800000 -0.289129
0.820000 -0.711237
0.840000 -1.162582
0.860000 -1.641842
0.880000 -2.147352
0.900000 -2.677093
0.920000 -3.228672
0.940000 -3.799317
0.960000 -4.385868
0.980000 -4.984766
1.000000 -5.592056
1.020000 -6.203382
1.040000 -6.813991
1.060000 -7.418743
1.080000 -8.012115
1.100000 -8.588222
1.120000 -9.140829
1.140000 -9.663381
1.160000 -10.149025
1.180000 -10.590645
1.200000 -10.980898
1.220000 -11.312259
1.240000 -11.577064
1.260000 -11.767567
1.280000 -11.875992
1.300000 -11.894602
1.320000 -11.815762
1.340000 -11.632010
1.360000 -11.336140
1.380000 -10.921274
1.400000 -10.380957
1.420000 -9.709236
1.440000 -8.900757
1.460000 -7.950860
1.480000 -6.855673
1.500000 -5.612210
1.520000 -4.218472
1.540000 -2.673542
1.560000 -0.977687
1.580000 0.867548
1.600000 2.859247
1.620000 4.993030
1.640000 7.262973
1.660000 9.661521
1.680000 12.179423
1.700000 14.805662
1.720000 17.527403
1.740000 20.329947
1.760000 23.196697
1.780000 26.109141
1.800000 29.046843
1.820000 31.987456
1.840000 34.906747
1.860000 37.778644
1.880000 40.575295
1.900000 43.267156
1.920000 45.823095
1.940000 48.210518
1.960000 50.395519
1.980000 52.343052
2.000000 54.017130
