0.000000 0.000000
0.020000 -0.102238
0.040000 -0.203963
0.060000 -0.304659
0.080000 -0.403813
0.100000 -0.500912
0.120000 -0.595440
0.140000 -0.686884
0.160000 -0.774731
0.180000 -0.858465
0.200000 -0.937574
0.220000 -1.011542
0.240000 -1.079857
0.260000 -1.142003
0.280000 -1.197468
0.300000 -1.245737
0.320000 -1.286295
0.340000 -1.318630
0.360000 -1.342227
0.380000 -1.356572
0.400000 -1.361151
0.420000 -1.355450
0.440000 -1.338955
0.460000 -1.311153
0.480000 -1.271528
0.500000 -1.219567
0.520000 -1.154757
0.540000 -1.076583
0.560000 -0.984530
0.580000 -0.878086
0.600000 -0.756736
0.620000 -0.619966
0.640000 -0.467262
0.660000 -0.298111
0.680000 -0.111997
0.700000 0.091592
0.720000 0.313172
0.740000 0.553255
0.760000 0.812356
0.780000 1.090989
0.800000 1.389668
0.820000 1.708906
0.840000 2.049219
0.860000 2.411119
0.880000 2.795121
0.900000 3.201739
0.920000 3.631487
0.940000 4.084878
0.960000 4.562428
0.980000 5.064649
1.000000 5.592056
1.020000 6.144992
1.040000 6.723113
1.060000 7.325906
1.080000 7.952857
1.100000 8.603452
1.120000 9.277177
1.140000 9.973517
1.160000 10.691959
1.180000 11.431990
1.200000 12.193094
1.220000 12.974757
1.240000 13.776467
1.260000 14.597709
1.280000 15.437968
1.300000 16.296731
1.320000 17.173485
1.340000 18.067714
1.360000 18.978905
1.380000 19.906543
1.400000 20.850116
1.420000 21.809108
1.440000 22.783007
1.460000 23.771297
1.480000 24.773465
1.500000 25.788998
1.520000 26.817380
1.540000 27.858098
1.560000 28.910637
1.580000 29.974485
1.600000 31.049127
1.620000 32.134049
1.640000 33.228736
1.660000 34.332676
1.680000 35.445353
1.700000 36.566254
1.720000 37.694866
1.740000 38.830673
1.760000 39.973162
1.780000 41.121819
1.800000 42.276130
1.820000 43.435581
1.840000 44.599658
1.860000 45.767847
1.880000 46.939634
1.900000 48.114505
1.920000 49.291946
1.940000 50.471443
1.960000 51.652482
1.980000 52.834549
2.000000 54.017130
