0.000000 0.000000
0.020000 0.048582
0.040000 0.097648
0.060000 0.147681
0.080000 0.199164
0.100000 0.252581
0.120000 0.308416
0.140000 0.367153
0.160000 0.429274
0.180000 0.495263
0.200000 0.565604
0.220000 0.640780
0.240000 0.721275
0.260000 0.807572
0.280000 0.900155
0.300000 0.999508
0.320000 1.106113
0.340000 1.220455
0.360000 1.343017
0.380000 1.474283
0.400000 1.614735
0.420000 1.764858
0.440000 1.925135
0.460000 2.096050
0.480000 2.278086
0.500000 2.471727
0.520000 2.677013
0.540000 2.892220
0.560000 3.115177
0.580000 3.343717
0.600000 3.575671
0.620000 3.808870
0.640000 4.041146
0.660000 4.270330
0.680000 4.494253
0.700000 4.710748
0.720000 4.917645
0.740000 5.112776
0.760000 5.293972
0.780000 5.459065
0.800000 5.605886
0.820000 5.732267
0.840000 5.836038
0.860000 5.915032
0.880000 5.967080
0.900000 5.990013
0.920000 5.981662
0.940000 5.939860
0.960000 5.862437
0.980000 5.747226
1.000000 5.592056
1.020000 5.396247
1.040000 5.165063
1.060000 4.905255
1.080000 4.623575
1.100000 4.326774
1.120000 4.021602
1.140000 3.714812
1.160000 3.413154
1.180000 3.123381
1.200000 2.852242
1.220000 2.606489
1.240000 2.392874
1.260000 2.218148
1.280000 2.089062
1.300000 2.012367
1.320000 1.994814
1.340000 2.043155
1.360000 2.164142
1.380000 2.364524
1.400000 2.651054
1.420000 3.030483
1.440000 3.509562
1.460000 4.095042
1.480000 4.793674
1.500000 5.612210
1.520000 6.555432
1.540000 7.620242
1.560000 8.801575
1.580000 10.094365
1.600000 11.493544
1.620000 12.994048
1.640000 14.590810
1.660000 16.278763
1.680000 18.052841
1.700000 19.907979
1.720000 21.839109
1.740000 23.841166
1.760000 25.909084
1.780000 28.037797
1.800000 30.222237
1.820000 32.457340
1.840000 34.738038
1.860000 37.059266
1.880000 39.415958
1.900000 41.803046
1.920000 44.215466
1.940000 46.648150
1.960000 49.096033
1.980000 51.554048
2.000000 54.017130
