0.000000 0.000000
0.020000 -0.005489
0.040000 0.031274
0.060000 0.101265
0.080000 0.196904
0.100000 0.311865
0.120000 0.440899
0.140000 0.579681
0.160000 0.724663
0.180000 0.872945
0.200000 1.022159
0.220000 1.170365
0.240000 1.315961
0.260000 1.457598
0.280000 1.594113
0.300000 1.724466
0.320000 1.847693
0.340000 1.962860
0.360000 2.069030
0.380000 2.165236
0.400000 2.250462
0.420000 2.323632
0.440000 2.383596
0.460000 2.429135
0.480000 2.458962
0.500000 2.471727
0.520000 2.466031
0.540000 2.440441
0.560000 2.393506
0.580000 2.323779
0.600000 2.229837
0.620000 2.110311
0.640000 1.963905
0.660000 1.789427
0.680000 1.585816
0.700000 1.352169
0.720000 1.087766
0.740000 0.792103
0.760000 0.464914
0.780000 0.106198
0.800000 -0.283758
0.820000 -0.704354
0.840000 -1.154657
0.860000 -1.633382
0.880000 -2.138878
0.900000 -2.669108
0.920000 -3.221644
0.940000 -3.793653
0.960000 -4.381894
0.980000 -4.982716
1.000000 -5.592056
1.020000 -6.205448
1.040000 -6.818025
1.060000 -7.424535
1.080000 -8.019354
1.100000 -8.596506
1.120000 -9.149687
1.140000 -9.672288
1.160000 -10.157431
1.180000 -10.597998
1.200000 -10.986677
1.220000 -11.315998
1.240000 -11.578383
1.260000 -11.766197
1.280000 -11.871800
1.300000 -11.887608
1.320000 -11.806154
1.340000 -11.620153
1.360000 -11.322572
1.380000 -10.906700
1.400000 -10.366229
1.420000 -9.695328
1.440000 -8.888725
1.460000 -7.941797
1.480000 -6.850649
1.500000 -5.612210
1.520000 -4.224323
1.540000 -2.685836
1.560000 -0.996702
1.580000 0.841930
1.600000 2.827612
1.620000 4.956501
1.640000 7.223259
1.660000 9.620952
1.680000 12.140956
1.700000 14.772850
1.720000 17.504326
1.740000 20.321084
1.760000 23.206742
1.780000 26.142743
1.800000 29.108258
1.820000 32.080104
1.840000 35.032655
1.860000 37.937761
1.880000 40.764672
1.900000 43.479965
1.920000 46.047474
1.940000 48.428231
1.960000 50.580408
1.980000 52.459270
2.000000 54.017130
